190 8978
3 69 9831
3 72 8578
3 74 2591
3 76 9751
3 78 165
3 79 4037
3 80 271
3 81 8511
3 82 8308
3 85 8962
3 86 4451
3 87 5119
3 89 2465
3 90 8922
3 91 4691
3 92 3347
3 93 1602
3 94 4974
3 95 8341
3 96 4966
3 98 9928
3 99 7768
3 101 8549
3 102 3570
3 104 9328
3 108 1715
3 109 5500
3 110 4178
3 111 6298
3 114 1526
3 117 926
3 118 783
3 120 4298
3 121 6801
3 123 6197
3 124 674
3 125 5274
3 127 7517
3 129 2043
3 134 136
3 135 7436
3 136 9349
3 137 9966
3 138 7186
3 140 1222
3 141 2973
3 142 1128
3 144 7162
3 146 9110
3 148 9813
3 149 6615
3 150 2303
3 151 9983
3 154 8054
3 157 6120
3 158 9415
3 161 9985
3 165 8937
3 168 5059
3 170 1189
3 171 5874
3 172 5036
3 173 7173
3 175 8489
3 176 2512
3 178 3670
3 181 719
3 182 9314
3 183 9050
3 184 2952
3 186 1825
3 188 2474
4 8 9638
4 9 3543
4 10 566
4 12 4071
4 13 7113
4 14 9099
4 15 1041
4 16 1998
4 18 1302
4 19 5361
4 21 3699
4 24 4429
4 25 7410
4 27 963
4 33 4662
4 34 1707
4 37 6653
4 38 1122
4 45 5299
4 47 3297
4 49 4509
4 50 9822
4 51 7919
4 52 350
4 56 1938
4 58 2318
4 62 328
4 63 8727
4 65 8432
4 69 376
4 71 5920
4 74 2300
4 75 8865
4 77 4115
4 78 2187
4 81 3666
4 82 6958
4 83 345
4 85 3792
4 86 9314
4 88 3961
4 89 4025
4 91 5645
4 92 6431
4 94 8145
4 96 6441
4 97 353
4 99 467
4 100 8159
4 101 4317
4 102 6694
4 103 2345
4 105 2348
4 106 6948
4 107 9658
4 111 5686
4 112 4227
4 113 6600
4 117 4087
4 120 9107
4 123 456
4 125 5699
4 127 249
4 129 4977
4 132 9968
4 134 58
4 135 4970
4 136 9482
4 137 9014
4 138 6133
4 141 8201
4 143 8449
4 144 8556
4 145 7530
4 146 4082
4 147 1723
4 148 6604
4 151 3871
4 152 2835
4 153 9567
4 156 9366
4 157 5501
4 158 8078
4 160 4658
4 163 7498
4 164 3610
4 165 5764
4 166 2141
4 167 4377
4 168 8632
4 169 7632
4 175 4233
4 176 3169
4 177 549
4 179 5617
4 181 3556
4 183 1539
4 185 2388
4 186 5653
4 188 6153
5 7 5739
5 11 377
5 13 4986
5 15 9889
5 16 9992
5 17 590
5 21 745
5 22 9045
5 23 682
5 25 8149
5 29 5540
5 33 5652
5 34 8133
5 37 8414
5 38 2648
5 39 4923
5 41 8683
5 42 9981
5 46 2416
5 48 9370
5 50 7386
5 51 1783
5 52 229
5 53 134
5 57 6740
5 58 1657
5 59 6814
5 60 5723
5 61 8864
5 62 400
5 64 1514
5 65 7665
5 66 7717
5 68 1897
5 71 8140
5 78 1799
5 80 4190
5 81 4179
5 82 393
5 86 1233
5 91 7652
5 92 6532
5 93 5545
5 96 5254
5 102 992
5 103 3240
5 105 1230
5 106 135
5 108 2293
5 109 7842
5 110 4897
5 111 5588
5 112 2720
5 113 681
5 114 1460
5 115 9704
5 116 7481
5 117 2502
5 118 8621
5 119 8481
5 124 4311
5 125 9441
5 126 3419
5 128 9916
5 131 6321
5 132 2240
5 135 304
5 136 1980
5 137 8911
5 139 8330
5 141 274
5 142 7800
5 144 5763
5 145 9681
5 147 944
5 149 1422
5 150 9766
5 152 6752
5 157 2655
5 161 9243
5 162 4891
5 163 9799
5 165 8738
5 166 9254
5 168 6555
5 172 1960
5 177 8722
5 185 2915
5 187 4124
5 189 6376
6 8 2116
6 11 5375
6 12 1988
6 13 9002
6 14 7426
6 19 1890
6 26 2416
6 27 3865
6 28 3253
6 30 9266
6 31 6066
6 33 7977
6 34 8574
6 36 8475
6 40 7067
6 45 671
6 47 7524
6 49 868
6 51 2194
6 54 7653
6 56 493
6 60 7763
6 61 1283
6 63 9743
6 64 9829
6 67 4638
6 69 231
6 72 727
6 74 4642
6 76 3158
6 77 2828
6 78 1700
6 82 4511
6 83 5209
6 84 4147
6 85 1460
6 86 273
6 90 1187
6 92 6341
6 94 5760
6 95 7283
6 96 2924
6 97 5956
6 99 4263
6 103 5093
6 105 4944
6 107 2882
6 113 1651
6 114 9121
6 115 4208
6 117 6249
6 118 2994
6 124 6608
6 125 9497
6 126 6495
6 127 1114
6 132 8077
6 133 6365
6 134 3175
6 135 2259
6 138 1273
6 140 8253
6 145 9715
6 148 7906
6 149 1374
6 150 2660
6 154 4510
6 155 9416
6 156 7639
6 157 6846
6 158 4161
6 163 3112
6 165 4527
6 166 1046
6 168 3597
6 175 3144
6 176 7743
6 177 2555
6 180 4900
6 182 9628
6 183 2189
6 189 1007
7 8 7390
7 11 8143
7 12 3748
7 13 6094
7 14 6344
7 16 1136
7 18 5732
7 26 5261
7 32 9354
7 34 324
7 36 3212
7 37 376
7 38 6011
7 41 5932
7 44 4302
7 45 7131
7 50 9132
7 51 9292
7 52 9361
7 53 9901
7 54 8166
7 59 9329
7 65 4979
7 66 6792
7 67 8823
7 68 1357
7 72 8596
7 75 5083
7 76 3271
7 77 3777
7 79 6416
7 80 8173
7 82 7552
7 83 5575
7 85 8432
7 86 1553
7 87 2169
7 89 218
7 92 7601
7 95 7674
7 97 2491
7 99 7892
7 102 1139
7 108 5705
7 109 691
7 112 5621
7 113 9368
7 114 5132
7 121 5590
7 123 9425
7 124 464
7 125 3860
7 126 3290
7 127 2489
7 128 2226
7 130 1425
7 131 9649
7 134 4034
7 135 5236
7 138 9128
7 141 5350
7 143 2383
7 146 20
7 148 3387
7 152 1516
7 153 3628
7 156 770
7 157 2018
7 158 1437
7 159 1264
7 160 1412
7 161 627
7 165 776
7 168 9317
7 170 4963
7 171 6968
7 175 8192
7 176 7352
7 177 5837
7 179 8423
7 180 2308
7 182 7601
7 185 7711
7 186 7245
7 187 8554
7 188 2901
8 9 809
8 10 8491
8 11 2005
8 12 6683
8 14 9702
8 16 2279
8 18 3100
8 19 463
8 20 6261
8 24 22
8 25 4966
8 28 7155
8 29 6619
8 31 6817
8 32 9743
8 33 2130
8 34 7720
8 36 8601
8 37 2491
8 38 1924
8 40 3021
8 42 3998
8 43 35
8 44 1285
8 46 1621
8 47 6248
8 48 8584
8 49 9219
8 50 3019
8 57 8600
8 58 265
8 60 8021
8 61 4652
8 62 2690
8 63 6960
8 64 4516
8 65 2452
8 66 4241
8 69 1921
8 72 3057
8 74 6548
8 77 4345
8 79 6934
8 80 7606
8 81 3540
8 83 8528
8 85 8493
8 88 7021
8 89 5575
8 92 4402
8 94 5693
8 97 1935
8 99 4876
8 100 7802
8 101 4513
8 103 9060
8 104 4443
8 106 141
8 107 8383
8 109 1623
8 110 7436
8 112 8521
8 113 6233
8 114 5806
8 116 4332
8 117 3854
8 118 4872
8 119 5273
8 120 6356
8 122 6031
8 124 4911
8 130 5014
8 134 487
8 138 7497
8 140 3365
8 142 6383
8 143 4340
8 144 2465
8 145 9969
8 146 5725
8 148 7467
8 150 6900
8 153 6441
8 155 4346
8 158 327
8 161 3659
8 162 4382
8 164 3542
8 169 4331
8 171 9077
8 172 7922
8 177 1422
8 178 5904
8 179 7957
8 184 3137
8 185 8938
8 186 7499
8 187 126
8 188 9705
8 189 5996
9 10 2923
9 11 5171
9 13 4380
9 15 4812
9 18 2437
9 20 4994
9 22 4473
9 26 8442
9 27 9262
9 29 1777
9 31 4192
9 32 762
9 33 1876
9 35 659
9 36 2705
9 39 1684
9 49 1842
9 51 9828
9 55 3169
9 56 4641
9 57 9983
9 61 549
9 62 2057
9 63 5468
9 64 5258
9 66 6055
9 67 4034
9 70 8552
9 71 6583
9 72 7079
9 73 423
9 74 6611
9 75 6267
9 76 1413
9 77 1627
9 79 6563
9 80 2147
9 81 2124
9 82 5019
9 83 4272
9 84 4873
9 85 2028
9 88 9722
9 90 4184
9 92 8625
9 94 8926
9 97 6795
9 98 9863
9 99 5531
9 102 6302
9 103 302
9 104 3087
9 105 6019
9 108 8781
9 109 4214
9 110 2523
9 111 9304
9 113 2225
9 114 9169
9 115 8408
9 117 8562
9 120 3424
9 121 609
9 124 1123
9 125 5710
9 127 7842
9 128 3694
9 131 2622
9 132 8872
9 134 6504
9 136 2328
9 139 5445
9 140 1640
9 142 5044
9 143 7632
9 145 5855
9 146 2799
9 148 1637
9 150 5435
9 155 8289
9 159 9646
9 160 5213
9 161 4021
9 163 6651
9 164 6802
9 165 7983
9 166 7811
9 168 74
9 169 4945
9 170 2353
9 172 7266
9 173 8255
9 176 265
9 179 999
9 180 6863
9 181 157
9 182 6734
9 183 4156
9 184 1594
9 186 1297
9 187 60
10 12 5627
10 13 9173
10 17 7792
10 19 4659
10 20 5963
10 21 9328
10 22 3936
10 23 1214
10 25 5984
10 26 461
10 29 2074
10 30 7733
10 31 5872
10 32 2984
10 34 1773
10 35 3811
10 36 6542
10 37 4876
10 38 1031
10 39 3580
10 42 9259
10 46 4106
10 48 1475
10 50 7467
10 52 4957
10 55 7806
10 56 6572
10 59 1077
10 63 7121
10 64 5265
10 67 7493
10 68 4181
10 69 6144
10 71 9995
10 73 5657
10 74 5680
10 76 4696
10 78 2940
10 79 3356
10 80 6912
10 81 5720
10 85 9006
10 88 1085
10 90 7631
10 92 1517
10 97 2068
10 99 8385
10 100 2427
10 101 7218
10 103 1107
10 107 4327
10 109 6184
10 112 6153
10 114 1059
10 118 4782
10 120 3169
10 121 8355
10 122 2703
10 123 1703
10 124 1748
10 125 5102
10 126 6913
10 130 5038
10 133 5469
10 134 3665
10 139 82
10 145 6493
10 147 844
10 154 9361
10 157 9998
10 159 1712
10 162 690
10 164 6302
10 165 4193
10 167 3805
10 169 2929
10 171 5109
10 173 3423
10 179 7963
10 181 1781
10 183 4809
10 185 1745
10 187 7351
11 13 5045
11 14 4248
11 15 4114
11 16 2852
11 17 1156
11 19 5495
11 22 5718
11 23 7773
11 25 408
11 31 6448
11 32 897
11 33 5902
11 39 9670
11 40 4036
11 41 1634
11 42 2458
11 43 7790
11 45 6784
11 46 171
11 47 1450
11 49 5644
11 51 520
11 56 2328
11 60 88
11 61 9961
11 64 8311
11 66 8920
11 67 9816
11 68 8760
11 69 9999
11 71 2989
11 73 7106
11 80 6092
11 81 6529
11 82 8568
11 85 5412
11 87 9892
11 88 3912
11 89 4052
11 91 3703
11 92 7986
11 95 3064
11 97 6857
11 99 7202
11 103 6017
11 104 6464
11 106 6004
11 108 5750
11 110 1657
11 111 4648
11 112 6091
11 113 352
11 114 3657
11 115 4223
11 118 759
11 120 8210
11 124 4592
11 125 5184
11 126 419
11 127 2640
11 129 511
11 132 5414
11 133 1332
11 134 8023
11 136 3295
11 137 1315
11 141 4823
11 143 3086
11 148 5319
11 150 8708
11 151 2546
11 153 1627
11 155 4991
11 157 512
11 160 5068
11 161 4383
11 165 491
11 166 8040
11 168 4069
11 171 5044
11 173 977
11 174 5184
11 178 7598
11 181 8805
11 182 8144
11 183 3183
11 184 8561
11 186 6733
11 188 6683
11 189 821
12 16 144
12 17 2552
12 20 8339
12 21 2180
12 22 6665
12 25 3766
12 26 2638
12 27 6869
12 28 2272
12 29 3466
12 32 1433
12 33 54
12 36 867
12 37 5809
12 39 379
12 40 567
12 42 2945
12 43 3359
12 44 2229
12 45 7958
12 47 459
12 51 2465
12 55 8568
12 57 8091
12 58 1214
12 59 1783
12 60 768
12 61 8109
12 65 741
12 70 1734
12 73 8379
12 77 2770
12 79 4082
12 80 8854
12 81 7276
12 84 1324
12 85 4737
12 86 5925
12 88 7443
12 89 325
12 90 3534
12 91 677
12 93 9042
12 94 3051
12 99 6560
12 101 1354
12 102 8973
12 103 9793
12 104 4810
12 105 2317
12 106 60
12 107 3072
12 108 3578
12 109 179
12 111 8090
12 113 2903
12 116 2469
12 121 5105
12 124 8711
12 125 2113
12 128 8247
12 133 137
12 135 6779
12 138 4265
12 141 1628
12 142 3750
12 145 2902
12 148 2581
12 150 4626
12 152 8346
12 154 5451
12 155 42
12 156 4692
12 157 8109
12 158 8958
12 159 6863
12 160 9718
12 161 9384
12 162 5627
12 163 722
12 165 4302
12 166 2066
12 170 6478
12 172 4003
12 173 6278
12 174 3148
12 177 7323
12 178 4998
12 179 614
12 181 7644
12 184 4897
12 185 9526
12 188 7465
13 14 4821
13 15 2435
13 16 3320
13 18 4971
13 19 5207
13 22 5453
13 23 8044
13 24 5824
13 25 1710
13 26 2806
13 27 8160
13 35 3375
13 36 2399
13 40 2752
13 41 9075
13 43 3023
13 49 8175
13 50 2947
13 51 5512
13 55 9471
13 56 5209
13 57 5362
13 59 3850
13 62 7767
13 66 1715
13 67 4819
13 68 6353
13 69 2150
13 72 5195
13 74 6080
13 76 5818
13 77 272
13 79 6665
13 80 6649
13 81 3638
13 82 3765
13 83 4689
13 85 9058
13 86 3452
13 87 6430
13 88 463
13 89 7370
13 91 7464
13 93 2732
13 94 7043
13 97 9032
13 98 768
13 100 5280
13 101 8417
13 103 1145
13 104 7134
13 106 9731
13 112 349
13 113 9709
13 116 8443
13 118 3916
13 121 8220
13 123 3713
13 124 3551
13 125 2533
13 127 8528
13 128 9992
13 129 666
13 133 2700
13 134 6185
13 135 4690
13 136 5065
13 138 7113
13 145 5895
13 147 3840
13 148 4158
13 151 214
13 152 7091
13 155 2997
13 159 7519
13 160 2120
13 161 210
13 163 8454
13 165 2173
13 166 8339
13 168 2180
13 170 4934
13 172 7341
13 173 3426
13 174 1199
13 176 7627
13 177 4738
13 178 1514
13 179 8135
13 181 2215
13 183 9715
13 186 8752
13 188 4723
14 15 7304
14 19 2446
14 20 6882
14 21 8884
14 22 1665
14 24 9591
14 27 6720
14 28 5863
14 30 5319
14 31 3096
14 33 1075
14 34 9905
14 35 132
14 36 6329
14 37 9159
14 42 3301
14 43 5974
14 51 380
14 56 9222
14 57 7870
14 58 5666
14 60 9790
14 63 6029
14 64 3481
14 66 7080
14 67 8464
14 68 505
14 70 8295
14 71 3976
14 72 8205
14 75 9064
14 77 455
14 78 9182
14 80 600
14 83 8309
14 87 7164
14 88 5395
14 90 5279
14 91 4455
14 92 4958
14 93 4719
14 94 6867
14 96 651
14 101 3294
14 102 3677
14 105 7443
14 106 4556
14 107 4706
14 109 3488
14 110 8711
14 111 9569
14 112 9777
14 113 5331
14 114 4754
14 115 7774
14 118 1375
14 120 9806
14 122 2849
14 123 7272
14 126 2124
14 127 5122
14 132 1791
14 133 5528
14 135 9069
14 136 5298
14 139 4275
14 141 3446
14 142 4870
14 143 442
14 145 8906
14 148 4600
14 150 688
14 152 5323
14 154 9393
14 158 4428
14 159 3125
14 161 8920
14 163 3747
14 165 5523
14 166 4483
14 167 6315
14 169 3010
14 172 3827
14 174 9396
14 176 1976
14 178 5734
14 181 5004
14 183 721
14 184 2209
14 185 1570
14 187 3090
14 189 745
15 16 6111
15 18 7036
15 19 501
15 20 5503
15 23 7952
15 25 7122
15 27 8904
15 29 2780
15 30 3013
15 31 3775
15 32 4794
15 33 7775
15 37 3028
15 38 7767
15 39 5417
15 41 2630
15 42 7979
15 43 7123
15 44 8614
15 45 2440
15 47 6408
15 48 9868
15 49 2290
15 50 1818
15 52 5298
15 54 9883
15 56 7562
15 58 9014
15 59 8545
15 61 4567
15 63 5567
15 64 3923
15 68 1205
15 70 607
15 72 5966
15 74 4329
15 76 5603
15 78 3619
15 80 3331
15 81 9527
15 85 9058
15 88 6983
15 89 8172
15 93 5406
15 94 5452
15 96 2805
15 98 5637
15 99 224
15 102 4507
15 105 419
15 106 2280
15 107 7671
15 109 2437
15 110 1109
15 112 8125
15 115 184
15 117 2073
15 121 7679
15 124 25
15 128 6670
15 129 9999
15 130 8251
15 131 9866
15 132 388
15 135 1379
15 137 2844
15 140 4581
15 142 5090
15 145 443
15 149 2366
15 150 4631
15 152 9932
15 155 7361
15 159 230
15 160 8641
15 161 8841
15 162 6081
15 169 4924
15 170 8533
15 171 6910
15 173 2264
15 174 1403
15 176 2949
15 177 9660
15 182 3212
15 183 861
15 185 7443
15 188 6296
15 189 8135
16 17 4589
16 19 9954
16 20 5415
16 21 57
16 22 6165
16 24 9757
16 25 2368
16 27 7883
16 28 1115
16 30 2888
16 32 6762
16 34 5752
16 35 524
16 40 7926
16 50 7732
16 52 5195
16 54 766
16 55 8323
16 56 4606
16 57 734
16 59 3530
16 61 9265
16 62 7668
16 65 637
16 66 6940
16 67 5120
16 70 3756
16 71 5057
16 77 3928
16 79 3751
16 81 1855
16 82 8871
16 83 1635
16 84 3340
16 86 8972
16 87 5286
16 88 4300
16 90 4274
16 93 4004
16 95 9602
16 96 2284
16 98 4412
16 99 5313
16 100 7395
16 101 1629
16 102 4665
16 104 3402
16 105 2753
16 106 5567
16 108 1734
16 111 4678
16 115 7628
16 116 158
16 118 3033
16 121 130
16 123 9383
16 124 4113
16 125 4914
16 126 5283
16 128 8414
16 129 9698
16 133 6661
16 140 8359
16 142 2759
16 144 1234
16 146 6261
16 148 9504
16 149 951
16 150 1898
16 152 844
16 153 8409
16 155 5853
16 158 3402
16 159 4699
16 160 4135
16 161 6417
16 163 4774
16 164 5576
16 166 4754
16 170 4593
16 171 913
16 172 8388
16 173 3704
16 175 2131
16 177 8095
16 178 5708
16 179 3785
16 182 4796
16 186 1756
16 187 5334
16 188 8954
17 19 2602
17 21 3522
17 24 7793
17 29 8359
17 30 1173
17 32 8102
17 33 9596
17 35 1073
17 36 9081
17 37 5635
17 40 5591
17 42 4573
17 43 5939
17 45 1815
17 47 4933
17 49 1799
17 54 2396
17 55 8987
17 59 9603
17 60 5199
17 61 2095
17 64 2694
17 69 3782
17 75 6457
17 77 1981
17 80 541
17 83 5959
17 85 6109
17 87 3487
17 90 2787
17 93 2242
17 94 8431
17 97 6807
17 98 8004
17 99 8723
17 100 7959
17 101 2751
17 103 1819
17 109 5908
17 114 224
17 116 4070
17 120 1207
17 121 3267
17 122 8853
17 123 4841
17 125 6180
17 126 4310
17 127 4388
17 128 6446
17 136 8595
17 137 795
17 138 126
17 140 5457
17 141 3863
17 142 1807
17 148 4948
17 152 6148
17 154 9159
17 159 8979
17 162 9776
17 163 2868
17 164 3744
17 168 6467
17 171 5634
17 172 61
17 173 2281
17 174 2500
17 175 1565
17 176 7383
17 177 6054
17 183 4218
17 185 4920
17 186 2266
17 187 8217
17 189 4459
18 19 2180
18 20 372
18 22 3449
18 25 5788
18 26 3937
18 27 2820
18 29 113
18 30 9463
18 33 7005
18 37 5299
18 41 1046
18 42 9229
18 43 8049
18 44 9573
18 45 283
18 46 5157
18 51 3563
18 52 5202
18 54 5699
18 56 1034
18 57 7738
18 61 800
18 64 4440
18 66 206
18 68 3835
18 70 2981
18 73 5199
18 74 7721
18 76 1786
18 79 5006
18 80 9278
18 81 7449
18 83 3144
18 84 9692
18 85 4656
18 86 2962
18 87 4994
18 89 9079
18 90 5109
18 91 3852
18 92 2345
18 96 7776
18 98 4047
18 99 1958
18 101 5890
18 106 8216
18 111 3618
18 112 7878
18 113 3917
18 114 925
18 116 3234
18 117 240
18 118 6467
18 119 995
18 122 6644
18 123 9760
18 124 3463
18 125 7918
18 128 7652
18 129 2452
18 130 4285
18 135 3686
18 138 2611
18 139 8271
18 142 7517
18 143 6555
18 144 9555
18 145 4107
18 146 8030
18 148 4647
18 149 7830
18 150 6002
18 151 6229
18 153 6101
18 154 1339
18 159 9269
18 160 3499
18 162 3231
18 164 1563
18 166 5455
18 167 8998
18 168 7820
18 169 8814
18 170 5936
18 174 7546
18 175 4203
18 178 9078
18 180 9677
18 181 7862
18 185 5963
18 187 9230
18 189 2899
19 20 102
19 22 1639
19 26 5561
19 29 6737
19 30 528
19 32 6418
19 36 5288
19 37 4664
19 38 3466
19 39 9263
19 40 5704
19 41 5660
19 45 1279
19 46 5156
19 48 9010
19 49 6622
19 54 1146
19 55 3981
19 58 6027
19 59 3254
19 60 7275
19 61 1526
19 62 4474
19 63 4585
19 64 8428
19 67 3563
19 74 6010
19 76 2418
19 79 719
19 85 2699
19 88 9377
19 89 7807
19 93 7977
19 94 3609
19 95 7145
19 96 4573
19 97 8015
19 99 7591
19 100 4374
19 103 2874
19 104 5285
19 105 810
19 108 5104
19 111 1892
19 112 7075
19 114 9774
19 115 6106
19 116 6763
19 118 6145
19 120 7986
19 123 8764
19 124 2638
19 126 3762
19 128 4372
19 131 5217
19 135 6132
19 136 3330
19 137 3199
19 138 6589
19 139 9455
19 141 1156
19 143 9134
19 147 7888
19 148 1409
19 150 3762
19 153 5053
19 155 200
19 157 5602
19 159 9486
19 165 9599
19 168 6427
19 170 3760
19 174 5832
19 176 6522
19 177 8992
19 178 6791
19 180 968
19 184 5176
19 187 1793
19 189 2700
20 25 2435
20 27 9877
20 28 4761
20 30 8558
20 33 972
20 34 7378
20 35 1520
20 36 3682
20 37 2864
20 39 652
20 40 2309
20 41 2804
20 42 7449
20 46 2501
20 47 2854
20 49 1175
20 51 3843
20 53 8106
20 55 54
20 56 1285
20 57 2362
20 58 2491
20 59 9561
20 60 5341
20 61 2115
20 63 8011
20 64 6635
20 65 9831
20 67 1300
20 68 7139
20 72 8911
20 73 4341
20 75 2045
20 76 5741
20 77 9572
20 78 8782
20 84 8304
20 86 4604
20 87 6220
20 91 8163
20 99 9280
20 100 5259
20 103 8471
20 106 4188
20 110 69
20 115 6205
20 119 6177
20 125 5121
20 127 9644
20 130 4232
20 134 4737
20 135 7723
20 139 655
20 141 7035
20 143 3540
20 144 7639
20 146 3138
20 148 8262
20 151 2554
20 154 2571
20 156 3018
20 159 8138
20 160 7004
20 165 3272
20 167 8473
20 169 8598
20 170 7893
20 171 2086
20 172 8343
20 174 3018
20 178 5808
20 179 1714
20 182 1716
20 184 6355
20 185 837
20 189 9696
21 24 9215
21 28 7860
21 30 8880
21 31 8334
21 32 8416
21 34 2776
21 36 3971
21 37 8460
21 39 8981
21 41 3889
21 43 2494
21 45 6879
21 46 3061
21 47 982
21 50 7773
21 51 7271
21 52 3954
21 53 9871
21 56 6600
21 57 7253
21 59 2882
21 67 8972
21 69 4025
21 74 2743
21 76 1876
21 77 7131
21 78 3562
21 79 5131
21 84 6803
21 85 5678
21 86 5987
21 89 9455
21 90 6898
21 92 1780
21 97 402
21 98 2863
21 99 5300
21 100 9957
21 105 7407
21 106 8844
21 107 5990
21 108 3937
21 117 286
21 118 3577
21 119 1503
21 121 5971
21 122 8732
21 124 2277
21 125 3399
21 126 1326
21 127 5059
21 132 930
21 133 2975
21 135 5884
21 136 6158
21 138 6994
21 139 6214
21 140 9274
21 141 4676
21 145 4392
21 146 2205
21 149 6642
21 150 9120
21 153 6654
21 155 4056
21 157 6943
21 158 526
21 159 6978
21 160 3686
21 164 7592
21 165 3887
21 166 9694
21 169 9210
21 171 9183
21 172 9442
21 174 8540
21 175 5773
21 176 2803
21 178 9503
21 179 7159
21 180 4260
21 182 1209
21 183 5314
21 185 8431
21 186 8032
21 188 7734
22 23 2571
22 24 960
22 26 3506
22 27 333
22 29 8331
22 30 4114
22 31 3456
22 35 1508
22 37 4878
22 40 4487
22 42 7755
22 43 5814
22 44 2262
22 47 6972
22 49 6002
22 52 4326
22 54 8204
22 55 9617
22 57 4245
22 58 1627
22 59 213
22 64 3528
22 66 1726
22 68 6472
22 71 7669
22 73 764
22 79 5517
22 81 9305
22 83 2180
22 85 9601
22 86 9189
22 90 5251
22 93 5728
22 95 5026
22 96 3751
22 103 3318
22 104 4655
22 105 4951
